S.No,Year,Month,State,Occupation,Item,Men,Women
6009,2025-2026,Sep,Telangana,Agriculture,"Packaging labourers, agriculture
",@,-
6010,2025-2026,Sep,Telangana,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",404.14,348.7
6011,2025-2026,Sep,Telangana,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",400,-
6012,2025-2026,Sep,Telangana,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",315.56,-
6013,2025-2026,Sep,Uttarakhand,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",433.33,@
6014,2025-2026,Sep,Uttarakhand,Agriculture,"Ploughing/Tilling workers",@,@
6015,2025-2026,Sep,Uttarakhand,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",536.36,481.82
6016,2025-2026,Sep,Uttarakhand,Agriculture,"Harvesting/Winnowing/Threshing workers
",@,@
6017,2025-2026,Sep,Uttarakhand,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
6018,2025-2026,Sep,Uttarakhand,Agriculture,"Horticulture workers (including nursery growers)
",@,@
6019,2025-2026,Sep,Uttarakhand,Agriculture,"Fishermen-inland
",-,-
6020,2025-2026,Sep,Uttarakhand,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6021,2025-2026,Sep,Uttarakhand,Agriculture,"Loggers and wood cutters
",606.25,-
6022,2025-2026,Sep,Uttarakhand,Agriculture,"Packaging labourers, agriculture
",@,-
6023,2025-2026,Sep,Uttarakhand,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",487.5,360
6024,2025-2026,Sep,Uttarakhand,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",@,-
6025,2025-2026,Sep,"All India",Agriculture,"Ploughing/Tilling workers",534.08,401.86
6026,2025-2026,Sep,"All India",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",473.32,381.00
6027,2025-2026,Sep,"All India",Agriculture,"Harvesting/Winnowing/Threshing workers
",475.69,385.99
6028,2025-2026,Sep,"All India",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",442.91,375.05
6029,2025-2026,Sep,"All India",Agriculture,"Horticulture workers (including nursery growers)
",461.17,369.92
6030,2025-2026,Sep,"All India",Agriculture,"Fishermen-inland
",500.10,338.24
6031,2025-2026,Sep,"All India",Agriculture,"Fishermen-coastal/deep-sea
",738.24,-
6032,2025-2026,Sep,"All India",Agriculture,"Loggers and wood cutters
",562.14,340.16
6033,2025-2026,Sep,"All India",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",404.44,343.31
6034,2025-2026,Sep,"All India",Agriculture,"Packaging labourers, agriculture
",457.05,387.03
6035,2025-2026,Sep,"All India",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",445.53,364.56
6036,2025-2026,Sep,"All India",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",496.27,396.50
6037,2024-2025,Sep,"All India",Agriculture,"Ploughing/Tilling workers",442.18,311.13
6038,2024-2025,Sep,"All India",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",406.50,337.78
6039,2024-2025,Sep,"All India",Agriculture,"Harvesting/Winnowing/Threshing workers
",398.52,335.52
6040,2024-2025,Sep,"All India",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",367.88,325.53
6041,2024-2025,Sep,"All India",Agriculture,"Horticulture workers (including nursery growers)
",400.24,313.17
6042,2024-2025,Sep,"All India",Agriculture,"Fishermen-inland
",452.70,@
6043,2024-2025,Sep,"All India",Agriculture,"Fishermen-coastal/deep-sea
",452.00,@
6044,2024-2025,Sep,"All India",Agriculture,"Loggers and wood cutters
",493.83,305.76
6045,2024-2025,Sep,"All India",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",326.04,260.84
6046,2024-2025,Sep,"All India",Agriculture,"Packaging labourers, agriculture
",370.02,313.87
6047,2024-2025,Sep,"All India",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",398.93,314.86
6048,2024-2025,Sep,"All India",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",441.74,298.17
6049,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Ploughing/Tilling workers",640.88,@
6050,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",529.82,408.60
6051,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Harvesting/Winnowing/Threshing workers
",541.60,400.92
6052,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",447.50,380.21
6053,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Horticulture workers (including nursery growers)
",@,316.00
6054,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Fishermen-inland
",@,@
6055,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6056,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Loggers and wood cutters
",507.02,-
6057,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",344.62,@
6058,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Packaging labourers, agriculture
",@,@
6059,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",465.76,339.51
6060,2024-2025,Oct,"ANDHRA PRADESH",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",703.19,@
6061,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Ploughing/Tilling workers",690.8099999999999,@
6062,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",620.9,431.86
6063,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Harvesting/Winnowing/Threshing workers
",620.2,412.6
6064,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,429.63
6065,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Horticulture workers (including nursery growers)
",583.36,444.95
6066,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Fishermen-inland
",@,-
6067,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6068,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Loggers and wood cutters
",607.03,-
6069,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
6070,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Packaging labourers, agriculture
",@,@
6071,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",594,439.12
6072,2025-2026,Oct,"ANDHRA PRADESH",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",895.3099999999999,-
6073,2025-2026,Oct,ASSAM,Agriculture,"Ploughing/Tilling workers",510.83,-
6074,2025-2026,Oct,ASSAM,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",408.93,364.44
6075,2025-2026,Oct,ASSAM,Agriculture,"Harvesting/Winnowing/Threshing workers
",447.69,377.13
6076,2025-2026,Oct,ASSAM,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
6077,2025-2026,Oct,ASSAM,Agriculture,"Horticulture workers (including nursery growers)
",418.56,326.36
6078,2025-2026,Oct,ASSAM,Agriculture,"Fishermen-inland
",@,-
6079,2025-2026,Oct,ASSAM,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6080,2025-2026,Oct,ASSAM,Agriculture,"Loggers and wood cutters
",467.46,-
6081,2025-2026,Oct,ASSAM,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",443.91,418.75
6082,2025-2026,Oct,ASSAM,Agriculture,"Packaging labourers, agriculture
",@,@
6083,2025-2026,Oct,ASSAM,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",387.49,332.5
6084,2025-2026,Oct,ASSAM,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",434.29,@
6085,2024-2025,Oct,ASSAM,Agriculture,"Ploughing/Tilling workers",440.37,@
6086,2024-2025,Oct,ASSAM,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",416.39,338.52
6087,2024-2025,Oct,ASSAM,Agriculture,"Harvesting/Winnowing/Threshing workers
",405.10,310.19
6088,2024-2025,Oct,ASSAM,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
6089,2024-2025,Oct,ASSAM,Agriculture,"Horticulture workers (including nursery growers)
",-,342.22
6090,2024-2025,Oct,ASSAM,Agriculture,"Fishermen-inland
",-,-
6091,2024-2025,Oct,ASSAM,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6092,2024-2025,Oct,ASSAM,Agriculture,"Loggers and wood cutters
",383.00,-
6093,2024-2025,Oct,ASSAM,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",298.33,-
6094,2024-2025,Oct,ASSAM,Agriculture,"Packaging labourers, agriculture
",374.00,@
6095,2024-2025,Oct,ASSAM,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",379.47,331.85
6096,2024-2025,Oct,ASSAM,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",@,@
6097,2024-2025,Oct,BIHAR,Agriculture,"Ploughing/Tilling workers",413.98,-
6098,2024-2025,Oct,BIHAR,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",396.69,336.96
6099,2024-2025,Oct,BIHAR,Agriculture,"Harvesting/Winnowing/Threshing workers
",378.81,339.69
6100,2024-2025,Oct,BIHAR,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",360.90,@
6101,2024-2025,Oct,BIHAR,Agriculture,"Horticulture workers (including nursery growers)
",296.17,264.52
6102,2024-2025,Oct,BIHAR,Agriculture,"Fishermen-inland
",365.33,-
6103,2024-2025,Oct,BIHAR,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6104,2024-2025,Oct,BIHAR,Agriculture,"Loggers and wood cutters
",482.01,-
6105,2024-2025,Oct,BIHAR,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",307.72,301.67
6106,2024-2025,Oct,BIHAR,Agriculture,"Packaging labourers, agriculture
",325.00,323.33
6107,2024-2025,Oct,BIHAR,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",360.56,324.82
6108,2024-2025,Oct,BIHAR,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",378.36,@
6109,2025-2026,Oct,BIHAR,Agriculture,"Ploughing/Tilling workers",436.01,320
6110,2025-2026,Oct,BIHAR,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",384.69,325.67
6111,2025-2026,Oct,BIHAR,Agriculture,"Harvesting/Winnowing/Threshing workers
",386.7,323.47
6112,2025-2026,Oct,BIHAR,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
6113,2025-2026,Oct,BIHAR,Agriculture,"Horticulture workers (including nursery growers)
",344.44,287.5
6114,2025-2026,Oct,BIHAR,Agriculture,"Fishermen-inland
",450,-
6115,2025-2026,Oct,BIHAR,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6116,2025-2026,Oct,BIHAR,Agriculture,"Loggers and wood cutters
",528.88,-
6117,2025-2026,Oct,BIHAR,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",376.29,@
6118,2025-2026,Oct,BIHAR,Agriculture,"Packaging labourers, agriculture
",338.89,265
6119,2025-2026,Oct,BIHAR,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",377.98,287.5
6120,2025-2026,Oct,BIHAR,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",384.69,282.14
6121,2025-2026,Oct,GUJARAT,Agriculture,"Ploughing/Tilling workers",405.54,362.5
6122,2025-2026,Oct,GUJARAT,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",342.97,333.79
6123,2025-2026,Oct,GUJARAT,Agriculture,"Harvesting/Winnowing/Threshing workers
",345.53,333.18
6124,2025-2026,Oct,GUJARAT,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",339.77,325.17
6125,2025-2026,Oct,GUJARAT,Agriculture,"Horticulture workers (including nursery growers)
",294.29,280
6126,2025-2026,Oct,GUJARAT,Agriculture,"Fishermen-inland
",@,@
6127,2025-2026,Oct,GUJARAT,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6128,2025-2026,Oct,GUJARAT,Agriculture,"Loggers and wood cutters
",414.08,361.43
6129,2025-2026,Oct,GUJARAT,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",338.1,276.3
6130,2025-2026,Oct,GUJARAT,Agriculture,"Packaging labourers, agriculture
",357.06,347
6131,2025-2026,Oct,GUJARAT,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",331.36,299.12
6132,2025-2026,Oct,GUJARAT,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",358.97,321.67
6133,2024-2025,Oct,GUJARAT,Agriculture,"Ploughing/Tilling workers",344.83,288.00
6134,2024-2025,Oct,GUJARAT,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",305.17,294.66
6135,2024-2025,Oct,GUJARAT,Agriculture,"Harvesting/Winnowing/Threshing workers
",306.83,302.50
6136,2024-2025,Oct,GUJARAT,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",301.80,299.80
6137,2024-2025,Oct,GUJARAT,Agriculture,"Horticulture workers (including nursery growers)
",231.43,235.00
6138,2024-2025,Oct,GUJARAT,Agriculture,"Fishermen-inland
",@,-
6139,2024-2025,Oct,GUJARAT,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6140,2024-2025,Oct,GUJARAT,Agriculture,"Loggers and wood cutters
",360.77,@
6141,2024-2025,Oct,GUJARAT,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",258.64,@
6142,2024-2025,Oct,GUJARAT,Agriculture,"Packaging labourers, agriculture
",254.29,@
6143,2024-2025,Oct,GUJARAT,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",281.84,273.82
6144,2024-2025,Oct,GUJARAT,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",273.33,-
6145,2024-2025,Oct,HARYANA,Agriculture,"Ploughing/Tilling workers",508.50,@
6146,2024-2025,Oct,HARYANA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",504.83,465.82
6147,2024-2025,Oct,HARYANA,Agriculture,"Harvesting/Winnowing/Threshing workers
",519.82,482.80
6148,2024-2025,Oct,HARYANA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",510.00,500.00
6149,2024-2025,Oct,HARYANA,Agriculture,"Horticulture workers (including nursery growers)
",@,@
6150,2024-2025,Oct,HARYANA,Agriculture,"Fishermen-inland
",-,-
6151,2024-2025,Oct,HARYANA,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6152,2024-2025,Oct,HARYANA,Agriculture,"Loggers and wood cutters
",514.00,-
6153,2024-2025,Oct,HARYANA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",490.00,@
6154,2024-2025,Oct,HARYANA,Agriculture,"Packaging labourers, agriculture
",@,@
6155,2024-2025,Oct,HARYANA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",509.00,453.00
6156,2024-2025,Oct,HARYANA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",519.75,-
6157,2025-2026,Oct,HARYANA,Agriculture,"Ploughing/Tilling workers",596.38,@
6158,2025-2026,Oct,HARYANA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",614.48,542.5
6159,2025-2026,Oct,HARYANA,Agriculture,"Harvesting/Winnowing/Threshing workers
",558.5599999999999,434.4
6160,2025-2026,Oct,HARYANA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",520,520
6161,2025-2026,Oct,HARYANA,Agriculture,"Horticulture workers (including nursery growers)
",@,@
6162,2025-2026,Oct,HARYANA,Agriculture,"Fishermen-inland
",-,-
6163,2025-2026,Oct,HARYANA,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6164,2025-2026,Oct,HARYANA,Agriculture,"Loggers and wood cutters
",513.75,-
6165,2025-2026,Oct,HARYANA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",426.46,394.44
6166,2025-2026,Oct,HARYANA,Agriculture,"Packaging labourers, agriculture
",584,605.71
6167,2025-2026,Oct,HARYANA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",586.86,502.67
6168,2025-2026,Oct,HARYANA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",582.1,@
6169,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Ploughing/Tilling workers",766.67,@
6170,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",587.5,562.5
6171,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Harvesting/Winnowing/Threshing workers
",530,492.5
6172,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
6173,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Horticulture workers (including nursery growers)
",538,538
6174,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Fishermen-inland
",@,-
6175,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6176,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Loggers and wood cutters
",648.75,@
6177,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
6178,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Packaging labourers, agriculture
",@,@
6179,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",520.91,523.75
6180,2025-2026,Oct,"HIMACHAL PRADESH",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",691.67,@
6181,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Ploughing/Tilling workers",598.00,-
6182,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",493.33,@
6183,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Harvesting/Winnowing/Threshing workers
",498.00,@
6184,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
6185,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Horticulture workers (including nursery growers)
",476.00,@
6186,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Fishermen-inland
",-,-
6187,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6188,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Loggers and wood cutters
",578.00,-
6189,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
6190,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Packaging labourers, agriculture
",-,-
6191,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",516.00,@
6192,2024-2025,Oct,"HIMACHAL PRADESH",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",@,-
6193,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Ploughing/Tilling workers",721.82,-
6194,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",629.38,@
6195,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Harvesting/Winnowing/Threshing workers
",642.31,@
6196,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,-
6197,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Horticulture workers (including nursery growers)
",620.00,-
6198,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Fishermen-inland
",-,-
6199,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6200,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Loggers and wood cutters
",637.00,-
6201,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",570.00,-
6202,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Packaging labourers, agriculture
",654.29,-
6203,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",591.00,@
6204,2024-2025,Oct,"JAMMU & KASHMIR
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",@,-
6205,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Ploughing/Tilling workers",740.45,-
6206,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",667,@
6207,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Harvesting/Winnowing/Threshing workers
",674.5,620
6208,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",678.5700000000001,-
6209,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Horticulture workers (including nursery growers)
",660.77,-
6210,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Fishermen-inland
",-,-
6211,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6212,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Loggers and wood cutters
",738,-
6213,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",447.44,-
6214,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Packaging labourers, agriculture
",709.09,-
6215,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",583.33,-
6216,2025-2026,Oct,"JAMMU & KASHMIR
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",675,-
6217,2025-2026,Oct,KARNATAKA,Agriculture,"Ploughing/Tilling workers",622.3,@
6218,2025-2026,Oct,KARNATAKA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",564.23,421.42
6219,2025-2026,Oct,KARNATAKA,Agriculture,"Harvesting/Winnowing/Threshing workers
",548.1799999999999,405.74
6220,2025-2026,Oct,KARNATAKA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",486.43,347.14
6221,2025-2026,Oct,KARNATAKA,Agriculture,"Horticulture workers (including nursery growers)
",546.3,350.91
6222,2025-2026,Oct,KARNATAKA,Agriculture,"Fishermen-inland
",@,-
6223,2025-2026,Oct,KARNATAKA,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6224,2025-2026,Oct,KARNATAKA,Agriculture,"Loggers and wood cutters
",621.98,-
6225,2025-2026,Oct,KARNATAKA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",533.08,@
6226,2025-2026,Oct,KARNATAKA,Agriculture,"Packaging labourers, agriculture
",501.25,392
6227,2025-2026,Oct,KARNATAKA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",518.24,398.77
6228,2025-2026,Oct,KARNATAKA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",485.94,409.57
6229,2024-2025,Oct,KARNATAKA,Agriculture,"Ploughing/Tilling workers",507.82,266.67
6230,2024-2025,Oct,KARNATAKA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",462.00,339.64
6231,2024-2025,Oct,KARNATAKA,Agriculture,"Harvesting/Winnowing/Threshing workers
",459.33,322.67
6232,2024-2025,Oct,KARNATAKA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",428.75,297.86
6233,2024-2025,Oct,KARNATAKA,Agriculture,"Horticulture workers (including nursery growers)
",485.38,362.00
6234,2024-2025,Oct,KARNATAKA,Agriculture,"Fishermen-inland
",@,-
6235,2024-2025,Oct,KARNATAKA,Agriculture,"Fishermen-coastal/deep-sea
",@,-
6236,2024-2025,Oct,KARNATAKA,Agriculture,"Loggers and wood cutters
",530.59,-
6237,2024-2025,Oct,KARNATAKA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",427.00,344.29
6238,2024-2025,Oct,KARNATAKA,Agriculture,"Packaging labourers, agriculture
",453.33,@
6239,2024-2025,Oct,KARNATAKA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",459.63,331.00
6240,2024-2025,Oct,KARNATAKA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",434.62,-
6241,2024-2025,Oct,KERALA,Agriculture,"Ploughing/Tilling workers",920.48,@
6242,2024-2025,Oct,KERALA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",937.41,654.23
6243,2024-2025,Oct,KERALA,Agriculture,"Harvesting/Winnowing/Threshing workers
",794.00,666.25
6244,2024-2025,Oct,KERALA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,@
6245,2024-2025,Oct,KERALA,Agriculture,"Horticulture workers (including nursery growers)
",@,@
6246,2024-2025,Oct,KERALA,Agriculture,"Fishermen-inland
",-,-
6247,2024-2025,Oct,KERALA,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6248,2024-2025,Oct,KERALA,Agriculture,"Loggers and wood cutters
",1124.40,-
6249,2024-2025,Oct,KERALA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",655.37,-
6250,2024-2025,Oct,KERALA,Agriculture,"Packaging labourers, agriculture
",-,-
6251,2024-2025,Oct,KERALA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",873.21,627.50
6252,2024-2025,Oct,KERALA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",726.00,-
6253,2025-2026,Oct,KERALA,Agriculture,"Ploughing/Tilling workers",1033.33,-
6254,2025-2026,Oct,KERALA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",871.15,645.83
6255,2025-2026,Oct,KERALA,Agriculture,"Harvesting/Winnowing/Threshing workers
",870.98,723.27
6256,2025-2026,Oct,KERALA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,@
6257,2025-2026,Oct,KERALA,Agriculture,"Horticulture workers (including nursery growers)
",775,@
6258,2025-2026,Oct,KERALA,Agriculture,"Fishermen-inland
",-,-
6259,2025-2026,Oct,KERALA,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6260,2025-2026,Oct,KERALA,Agriculture,"Loggers and wood cutters
",1055.56,-
6261,2025-2026,Oct,KERALA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",695.83,-
6262,2025-2026,Oct,KERALA,Agriculture,"Packaging labourers, agriculture
",902.5,693.75
